"Elevation","Aspect","Slope","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Horizontal_Distance_To_Fire_Points","Wilderness_Area1","Wilderness_Area2","Wilderness_Area3","Wilderness_Area4","Soil_Type10","Soil_Type12","Soil_Type22","Soil_Type23","Soil_Type29","Soil_Type30","Soil_Type32","Soil_Type33","Cover_Type","Cover_Type"
2285,312,13,1121,185,230,1245,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2563,40,12,564,221,213,1341,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2084,25,32,190,186,155,459,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2463,223,10,878,207,250,134,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2280,317,31,914,125,196,551,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2457,357,15,433,195,211,1154,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2375,62,12,743,230,215,967,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2150,5,34,430,156,153,424,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2264,302,28,731,131,213,1001,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2459,307,20,636,160,224,424,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2423,292,21,1475,156,231,558,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2681,350,16,2016,188,210,2495,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2467,13,5,1064,215,229,1387,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2550,341,20,618,175,206,404,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2581,24,15,1436,211,208,1194,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2365,322,21,1390,164,215,495,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2343,62,13,212,230,213,242,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2007,272,20,234,163,242,446,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2087,318,27,644,139,204,828,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2446,27,6,446,217,226,1168,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2248,302,16,1640,175,232,794,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2483,345,11,446,199,223,997,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2165,310,32,594,117,199,474,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2511,1,10,309,206,222,1482,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2262,29,30,591,195,161,666,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2566,52,13,595,226,211,1149,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2675,336,21,2047,169,207,2442,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2463,350,25,698,166,190,900,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2705,329,23,1425,159,205,1788,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
1939,245,22,270,169,251,745,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2547,340,19,607,176,209,384,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2431,351,17,805,188,210,1072,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2728,2,7,2123,211,227,2250,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2500,7,12,1710,205,216,1682,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2586,14,18,1714,200,199,953,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2089,274,25,450,145,237,1044,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2613,337,49,1747,69,121,1436,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2738,314,19,1836,165,221,2442,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2447,273,15,1570,178,243,459,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2354,197,23,162,206,252,190,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2582,30,19,972,211,196,1012,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2171,44,25,450,217,176,242,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2485,306,22,631,155,222,390,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2649,148,12,2197,236,239,2495,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2692,74,21,1358,240,194,1328,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2383,25,31,1057,188,159,765,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2480,103,10,525,237,227,1410,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2390,81,17,779,241,208,1443,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2478,52,23,1154,225,185,816,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2453,344,6,849,208,230,902,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
1959,10,34,240,164,153,842,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2584,57,21,421,229,190,1637,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2651,51,16,2281,226,205,2285,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2618,288,26,1189,138,227,731,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2251,327,21,1237,165,212,700,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2613,204,31,2241,186,249,631,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2012,359,34,300,149,157,900,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2425,50,23,741,223,183,726,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2515,24,14,700,212,209,1006,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2481,358,7,693,209,227,1224,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2272,115,17,277,247,221,732,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2442,265,16,930,177,245,218,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2261,350,26,655,163,186,953,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2193,322,33,612,118,186,875,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2437,54,13,726,227,212,1120,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2590,313,11,1664,189,231,2926,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2424,98,17,553,246,213,1441,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2356,302,13,957,183,234,987,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2540,38,24,1248,212,180,1708,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2418,2,16,907,196,208,938,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2477,9,12,1418,206,216,811,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2660,346,14,2081,191,217,2506,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2395,275,26,1482,141,235,607,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2159,315,12,351,188,230,787,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2629,259,2,2296,213,240,2506,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2453,114,9,1383,236,231,661,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2159,21,33,858,180,151,824,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2309,347,26,658,162,188,1048,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2148,330,27,680,145,196,900,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2328,249,26,1410,157,248,752,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2567,151,10,1429,233,240,2579,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2513,6,18,1530,195,203,942,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2572,135,4,1556,226,238,2748,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2694,69,4,2208,224,231,1831,0,0,1,0,0,0,0,0,0,0,1,0,"6","6"
2193,321,17,531,175,222,767,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2293,352,28,646,161,181,1019,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2403,327,24,864,154,205,1075,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2329,190,26,1624,210,249,895,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2630,23,14,1682,211,209,1956,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2393,299,21,875,158,228,1626,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2500,74,14,2257,236,212,765,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2439,12,28,1034,180,171,1126,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2373,51,30,616,218,160,418,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2705,70,6,2229,227,228,2075,0,0,1,0,0,0,0,0,0,0,1,0,"6","6"
2097,10,23,433,189,188,664,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2401,6,23,1418,185,189,404,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2144,2,27,552,171,177,484,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2301,292,15,1442,176,236,720,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2110,20,17,258,206,201,834,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2402,332,24,787,157,202,1187,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2283,119,32,899,254,194,1112,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2718,94,8,2024,232,229,2631,0,0,1,0,0,0,0,0,0,0,1,0,"6","6"
2460,196,6,816,219,245,1224,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2587,26,17,1570,210,200,1072,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2557,52,13,553,226,211,1153,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2683,110,7,1825,233,232,2592,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2403,162,7,313,227,242,351,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2424,117,20,759,250,217,1326,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2542,8,7,1434,212,226,1261,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2495,329,20,911,168,212,811,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2554,49,22,424,223,188,1579,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2477,6,9,400,209,222,1012,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2363,273,18,787,171,242,1061,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2505,121,12,1802,240,230,511,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2446,51,7,1006,224,225,872,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2379,271,30,1392,129,233,684,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2716,18,11,2362,211,216,1802,0,0,1,0,0,0,0,0,0,0,1,0,"6","6"
2387,333,15,886,185,220,721,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2639,77,15,1794,238,211,1865,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2238,58,20,660,230,193,30,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2197,314,29,1423,129,202,618,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2526,274,18,967,168,241,1652,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2306,40,15,1243,220,207,603,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2345,320,14,1146,182,225,1418,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2267,351,8,1478,206,227,408,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
1977,88,22,272,246,199,511,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2525,17,8,1451,214,223,1411,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2346,320,11,1475,191,229,371,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2325,318,14,1092,183,227,1425,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2324,51,26,1033,222,176,1065,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2439,317,24,853,151,212,1134,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2709,328,20,2151,169,213,2340,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2607,81,15,2974,239,212,1064,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2723,339,18,1575,178,211,1643,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2805,26,24,1209,202,182,577,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2424,145,15,454,240,236,1355,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2624,24,12,2028,213,214,2219,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
1969,25,14,450,213,210,725,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2630,63,32,2312,229,159,752,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2351,47,20,323,222,191,1158,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2589,64,26,2068,233,178,631,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2468,346,25,524,164,192,1392,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2560,156,9,642,230,241,1019,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2504,26,14,1259,213,208,1385,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2682,1,14,1996,199,213,2467,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2384,3,9,150,207,222,313,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2320,37,23,1012,212,181,841,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2242,297,30,1195,122,214,771,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2353,113,19,351,249,217,1235,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2170,40,27,598,210,170,258,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2619,323,18,1889,172,218,2742,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2259,332,18,1388,174,213,459,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2562,90,3,1360,224,234,2505,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2526,325,29,891,137,195,376,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2453,340,12,1100,195,223,1566,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2527,178,14,1110,225,248,1507,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2428,300,9,1358,194,236,631,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2045,357,22,690,181,195,812,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2312,97,26,1100,251,194,751,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2389,63,17,573,233,204,1273,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2518,334,25,949,156,199,1129,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2422,324,17,850,176,220,1537,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2395,211,1,997,218,240,1256,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2495,1,18,400,192,204,931,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
1886,11,19,67,197,199,771,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2519,318,22,1505,157,214,1692,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2123,355,32,481,150,166,977,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2393,197,13,30,216,251,150,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2707,336,22,1687,165,203,1521,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2287,99,19,1203,248,210,663,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2305,78,22,339,242,195,787,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2391,283,17,1293,171,239,301,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2812,68,23,1146,236,187,510,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2600,312,17,1380,173,226,914,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2586,33,20,1802,212,192,886,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2494,326,18,765,172,217,537,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2449,4,7,1061,211,227,908,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2437,325,17,811,176,219,1480,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2183,294,24,594,144,225,824,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2235,331,32,708,130,183,953,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2385,358,24,1396,175,187,418,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2509,313,27,1300,138,208,1812,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2456,88,17,691,243,210,1364,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2357,347,11,1195,198,222,671,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2525,33,5,1215,219,229,1359,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2282,352,32,918,149,168,1189,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2539,34,10,150,219,218,1482,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2509,66,15,2287,233,209,752,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2267,336,21,1198,168,205,741,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2389,98,12,636,239,223,1080,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2407,203,12,957,214,250,1490,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
1928,344,39,90,116,151,684,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2070,330,34,365,120,176,511,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2462,254,8,883,201,246,150,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2608,19,12,1638,211,214,997,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2391,350,18,993,185,207,735,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2394,328,17,1423,176,218,778,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2460,55,8,127,225,224,1189,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2470,54,6,108,224,227,1262,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2753,49,18,1110,225,198,430,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2282,193,12,1350,219,249,564,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2651,322,27,1176,143,202,2012,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2080,325,30,430,132,192,693,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2550,351,9,1760,204,225,1415,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2485,32,11,977,218,217,872,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2261,321,15,949,181,224,1209,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2736,317,24,1091,150,211,750,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2494,37,9,1952,220,219,870,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2690,356,16,1994,192,209,2505,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2263,183,10,1698,223,247,871,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2659,326,27,1831,145,199,2659,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2571,318,25,1328,148,209,1856,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
1959,294,13,420,183,237,633,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2507,138,6,1773,229,238,1679,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2582,321,19,1660,167,218,1234,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2560,108,11,745,239,227,1172,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2320,325,29,967,137,195,900,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2371,110,15,408,245,221,1266,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2457,41,10,1377,222,217,691,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2672,6,26,1746,178,180,2678,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2313,320,24,1113,150,208,391,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2467,9,23,900,187,187,1100,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2385,351,24,1366,171,192,390,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2472,324,22,470,158,210,1396,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2755,4,12,1889,204,216,2244,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2437,316,24,808,148,211,1148,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2305,39,31,616,204,157,931,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2603,283,16,1026,174,239,1756,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2439,68,27,726,236,177,708,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2416,7,18,810,195,202,1048,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2524,198,12,2478,217,250,819,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2130,327,20,391,167,213,600,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2294,27,28,1057,196,168,815,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2339,357,4,268,213,232,1366,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2424,346,14,883,193,218,1374,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2682,51,15,2095,226,207,1952,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2337,2,23,1661,182,190,990,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2704,47,9,2016,223,221,2670,0,0,1,0,0,0,0,0,0,0,1,0,"6","6"
2663,333,25,1326,154,198,1865,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2304,333,24,1320,158,202,426,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2623,41,10,1591,222,217,1883,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2336,300,16,1148,175,232,474,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2515,58,21,1358,230,190,1259,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2220,46,21,543,221,189,258,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2353,346,17,1296,184,210,300,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2323,327,20,1165,167,213,361,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2313,8,15,1022,202,209,1293,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2501,27,6,1230,217,226,1395,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2350,94,18,1057,246,209,789,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2390,324,20,1065,167,215,808,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2099,56,31,242,223,158,467,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2245,72,12,1332,233,217,560,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2601,339,19,1329,174,208,1848,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2464,337,19,890,175,210,1493,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2558,3,19,1237,191,200,1842,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2609,162,11,2089,231,243,2078,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2553,322,22,976,158,212,470,0,0,1,0,0,0,0,0,0,0,0,1,"6","6"
2472,291,14,840,180,237,192,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2453,46,18,268,223,199,351,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2199,57,30,450,225,162,899,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2046,234,19,612,185,253,942,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2566,314,24,1749,151,214,1425,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2320,11,4,1500,216,232,514,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2474,45,0,1036,218,237,1273,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2370,333,11,661,195,226,959,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2411,342,15,808,187,216,603,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2440,251,22,1423,165,249,638,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2448,342,18,895,179,210,1006,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2567,11,22,2011,191,190,726,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2344,70,22,680,238,191,878,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2403,114,31,484,254,193,511,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2486,147,5,1231,227,239,1271,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2419,318,34,674,113,187,926,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2532,343,18,680,180,210,469,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2320,301,17,1159,172,231,1422,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2442,235,23,1208,175,253,569,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2489,279,20,1894,163,239,934,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2398,341,9,1471,202,228,514,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2586,59,21,684,231,191,1353,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2487,123,7,534,231,235,1415,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2254,118,17,1358,247,223,524,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2383,7,22,721,188,192,1184,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2315,327,25,1142,150,203,850,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2285,39,26,1061,210,172,819,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2088,338,31,306,138,180,467,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2752,59,8,892,227,223,1489,0,0,1,0,0,0,0,1,0,0,0,0,"6","6"
2180,95,24,420,250,197,247,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2239,346,21,1324,174,201,703,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2453,62,23,955,232,185,642,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2205,54,28,840,224,168,911,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2398,351,33,564,144,165,792,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2090,349,33,741,142,167,751,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2446,268,23,1129,155,242,807,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2466,81,3,67,223,234,1282,0,0,1,0,0,0,0,0,0,0,0,0,"6","6"
2302,322,25,1184,149,206,872,0,0,0,1,1,0,0,0,0,0,0,0,"6","6"
2737,20,12,2486,212,215,1687,0,0,1,0,0,0,0,0,0,0,1,0,"6","6"
2393,222,21,1405,189,254,726,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2357,135,20,470,247,227,1358,0,0,0,1,0,0,0,0,0,0,0,0,"6","6"
2513,84,14,1674,239,215,591,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
2616,40,16,2147,220,204,2230,0,0,1,0,1,0,0,0,0,0,0,0,"6","6"
